Deployment_Type,Version_Control_Method,Model_Size_MB,Compression_Method,Performance_Score,Latency_ms
Cloud,Mercurial,2,Distillation,0.761236455,4
Edge,Git,28,None,0.420218606,95
Edge,Mercurial,70,None,0.08585014,89
Edge,Mercurial,61,Quantization,0.267968287,99
Edge,Mercurial,21,Pruning,0.921888015,88
Edge,Mercurial,12,None,0.777528142,2
Edge,Git,22,Quantization,0.324212325,49
Edge,Mercurial,10,None,0.984351524,73
Cloud,SVN,29,Quantization,0.618442725,1
Edge,Git,7,None,0.495671785,44
Cloud,Mercurial,12,Pruning,0.527652085,26
Edge,Mercurial,24,Pruning,0.023615647,69
Edge,Mercurial,27,Distillation,0.649921271,68
Cloud,Git,84,Pruning,0.541739788,63
Edge,SVN,29,Distillation,0.544115097,81
Cloud,Mercurial,93,None,0.280268371,74
Cloud,Mercurial,46,Pruning,0.217381476,41
Cloud,SVN,16,Distillation,0.603225451,89
Edge,Mercurial,55,None,0.946382789,46
Cloud,Mercurial,86,Pruning,0.19974344,76
Cloud,Git,91,None,0.475636693,92
Cloud,SVN,43,Pruning,0.341303335,14
Cloud,Mercurial,61,Distillation,0.92266733,58
Cloud,SVN,22,None,0.192413277,67
Cloud,Git,2,Pruning,0.103320723,60
Cloud,Git,53,Quantization,0.76844461,46
Cloud,SVN,77,Quantization,0.724372277,15
Cloud,Git,41,Distillation,0.011492935,29
Cloud,SVN,68,None,0.219773207,31
Cloud,SVN,14,Quantization,0.777965283,27
Cloud,Git,13,Pruning,0.215334792,74
Edge,Git,83,Quantization,0.508670222,78
Edge,SVN,26,Quantization,0.981432785,24
Cloud,Mercurial,31,Distillation,0.605282488,60
Cloud,SVN,83,Pruning,0.958795089,44
Cloud,Mercurial,27,Quantization,0.481980583,17
Cloud,Git,44,Quantization,0.189262088,38
Edge,SVN,99,Pruning,0.084296603,96
Edge,SVN,47,Pruning,0.381121854,55
Edge,SVN,50,Distillation,0.776424835,98
Edge,SVN,40,None,0.709928181,59
Edge,Git,40,Distillation,0.243945014,51
Cloud,Mercurial,87,Pruning,0.730931351,55
Cloud,Mercurial,69,Pruning,0.929816457,47
Cloud,Mercurial,85,None,0.994372942,11
Cloud,Mercurial,34,Distillation,0.273695209,69
Edge,Git,90,None,0.109246737,5
Cloud,Git,30,None,0.850088401,86
Edge,Mercurial,33,Distillation,0.546132611,2
Edge,Git,67,Quantization,0.804838062,42
Edge,SVN,96,Quantization,0.214885317,9
Cloud,SVN,97,None,0.906082337,13
Cloud,Git,42,None,0.15788136,66
Edge,Git,62,None,0.673955993,90
Cloud,SVN,76,Pruning,0.184895796,16
Edge,Git,99,Distillation,0.837762283,7
Cloud,Mercurial,32,Pruning,0.151876104,20
Cloud,Mercurial,6,Pruning,0.069220395,7
Edge,SVN,98,Distillation,0.638846544,78
Edge,Mercurial,93,Pruning,0.913079701,91
Edge,Git,94,None,0.144194984,52
Edge,Mercurial,31,Quantization,0.100129376,59
Edge,Mercurial,99,Pruning,0.970575575,86
Cloud,Git,75,Distillation,0.670204662,39
Cloud,SVN,42,Pruning,0.615189776,29
Cloud,Git,18,Pruning,0.853113407,61
Cloud,Git,25,None,0.716234906,24
Edge,SVN,52,Pruning,0.361102404,37
Edge,Mercurial,11,None,0.607247093,40
Edge,Git,76,Distillation,0.078728317,9
Cloud,SVN,51,Quantization,0.383982227,36
Edge,SVN,54,Distillation,0.042709229,87
Cloud,SVN,58,Pruning,0.321211696,6
Cloud,Mercurial,81,None,0.768346746,83
Edge,Mercurial,1,Quantization,0.283167724,94
Cloud,SVN,6,Quantization,0.42189349,7
Edge,SVN,41,Distillation,0.535015204,19
Cloud,Mercurial,50,Distillation,0.113747305,18
Cloud,Mercurial,21,Quantization,0.414736572,99
Edge,SVN,87,Pruning,0.548326906,39
Edge,Mercurial,9,None,0.573492202,75
Edge,Mercurial,19,None,0.031276719,70
Edge,Mercurial,53,Quantization,0.670395678,60
Cloud,Git,66,Distillation,0.188595968,82
Edge,SVN,23,Distillation,0.904184583,69
Edge,Git,18,Pruning,0.766854407,91
Edge,Mercurial,66,None,0.158278456,45
Cloud,Mercurial,6,None,0.611678186,29
Cloud,Mercurial,58,None,0.833656562,82
Edge,SVN,5,Distillation,0.120665739,89
Edge,Git,29,Distillation,0.599125271,82
Edge,SVN,49,Pruning,0.400971756,40
Cloud,Mercurial,94,Distillation,0.341780703,68
Edge,Git,58,Pruning,0.948689655,63
Cloud,SVN,35,Distillation,0.82298249,21
Edge,SVN,30,Quantization,0.211574747,52
Edge,Mercurial,58,Distillation,0.371189688,34
Edge,Mercurial,45,Pruning,0.973783831,72
Edge,SVN,33,Distillation,0.255521738,4
Cloud,Git,30,None,0.138005095,81
Edge,SVN,94,Distillation,0.647062757,98
Edge,Git,20,None,0.753811033,89
Edge,Mercurial,98,Distillation,0.76133003,9
Cloud,Mercurial,87,Pruning,0.452593239,90
Edge,Mercurial,75,Pruning,0.35989896,47
Edge,Git,81,Distillation,0.690433026,52
Cloud,SVN,88,Pruning,0.519687639,47
Edge,SVN,37,Distillation,0.269194004,26
Edge,Mercurial,3,Distillation,0.707881783,71
Cloud,Git,67,Distillation,0.383317398,28
Cloud,Git,14,Quantization,0.321249541,6
Cloud,Git,44,Quantization,0.809060049,62
Edge,Mercurial,37,None,0.991799719,5
Edge,Mercurial,58,Pruning,0.596764095,78
Edge,SVN,97,None,0.725776687,52
Cloud,Git,68,None,0.931424494,81
Cloud,SVN,55,Quantization,0.054255462,92
Cloud,Git,82,Pruning,0.19231042,64
Cloud,Git,62,Distillation,0.912059381,66
Cloud,Git,91,None,0.395723424,7
Cloud,Mercurial,32,Quantization,0.03748271,41
Edge,Git,25,Quantization,0.576881181,72
Cloud,SVN,98,Distillation,0.504560189,92
Cloud,Mercurial,89,Quantization,0.613364556,51
Cloud,Git,27,None,0.0384769,29
Cloud,SVN,10,Pruning,0.430290035,77
Cloud,Git,41,Pruning,0.962592007,85
Edge,Git,97,Pruning,0.701601107,51
Edge,SVN,41,Quantization,0.095648243,38
Cloud,Mercurial,88,None,0.618688041,46
Edge,SVN,61,None,0.500273401,22
Cloud,SVN,63,Distillation,0.542536575,89
Edge,SVN,22,Distillation,0.360974344,66
Cloud,SVN,74,None,0.840476675,84
Cloud,Git,84,Distillation,0.284592076,17
Cloud,SVN,31,Pruning,0.378085325,68
Edge,SVN,85,Distillation,0.642718298,84
Cloud,Git,96,None,0.588372228,56
Edge,SVN,2,Quantization,0.241619853,36
Cloud,SVN,93,Pruning,0.608690176,60
Edge,Mercurial,18,Distillation,0.298796874,12
Cloud,SVN,17,Pruning,0.871858541,82
Edge,Mercurial,77,None,0.69978553,8
Cloud,Git,28,Pruning,0.670051159,35
Cloud,SVN,7,Pruning,0.706733696,93
Edge,Mercurial,90,Pruning,0.00751226,9
Cloud,SVN,85,Distillation,0.185103431,4
Cloud,SVN,74,Distillation,0.402625823,19
Edge,Git,2,Pruning,0.364864613,9
Cloud,Mercurial,23,None,0.40950419,10
Cloud,Git,92,None,0.74668482,59
Edge,SVN,50,Pruning,0.009745082,38
Cloud,SVN,56,Pruning,0.112251028,82
Edge,SVN,32,Pruning,0.966044036,4
Edge,Git,21,Quantization,0.555953599,18
Cloud,Git,40,None,0.113482476,80
Edge,SVN,66,Distillation,0.604883827,52
Edge,Mercurial,15,None,0.229212859,56
Edge,Git,57,Quantization,0.538892725,53
Edge,Mercurial,57,Distillation,0.295057408,13
Edge,Git,86,Distillation,0.170777684,85
Cloud,Git,32,None,0.321015004,27
Cloud,SVN,4,Quantization,0.048298927,24
Edge,Git,57,None,0.236788844,7
Cloud,Git,4,Quantization,0.515758365,5
Edge,Git,97,Quantization,0.680461861,49
Edge,Mercurial,10,None,0.385034583,24
Edge,SVN,91,Quantization,0.920729607,75
Cloud,Git,23,Quantization,0.6607358,4
Edge,Git,48,Quantization,0.049165603,49
Cloud,SVN,57,Pruning,0.419266393,35
Edge,Git,56,None,0.888405149,20
Edge,Mercurial,14,None,0.679121734,12
Edge,SVN,43,Quantization,0.374435752,62
Cloud,Mercurial,39,Distillation,0.100869077,76
Cloud,SVN,18,Quantization,0.208567204,4
Edge,Mercurial,69,None,0.429181743,75
Cloud,Git,79,Quantization,0.884199133,90
Cloud,SVN,43,Pruning,0.51540931,22
Cloud,SVN,74,Distillation,0.39588247,13
Edge,Mercurial,60,Distillation,0.77470413,5
Cloud,Git,20,None,0.362064521,15
Cloud,Mercurial,34,None,0.898184675,39
Cloud,Git,27,Quantization,0.641015345,7
Cloud,Mercurial,19,Distillation,0.692540513,70
Edge,Git,69,Pruning,0.467481446,75
Cloud,Git,81,Distillation,0.072693007,31
Edge,Mercurial,7,Distillation,0.477786431,56
Cloud,SVN,7,Distillation,0.275082301,29
Cloud,Git,71,Pruning,0.857156706,8
Edge,SVN,36,Pruning,0.949596176,59
Cloud,Mercurial,45,Distillation,0.369041103,68
Edge,Mercurial,32,Quantization,0.780343839,76
Edge,Git,60,Distillation,0.531567288,21
Edge,SVN,64,Pruning,0.461870949,25
Edge,SVN,46,Distillation,0.866931457,98
Edge,SVN,27,Quantization,0.958585033,19
Cloud,SVN,98,None,0.476761956,23
Cloud,SVN,15,Quantization,0.533135051,78
Cloud,Git,2,None,0.53292271,7
Cloud,SVN,92,None,0.380467657,31
Cloud,SVN,77,Quantization,0.873468309,69
Edge,Mercurial,83,None,0.541320605,70
Edge,Git,95,Distillation,0.593786602,53
Edge,Mercurial,21,Pruning,0.576454985,48
Edge,SVN,45,None,0.046742571,22
Cloud,Mercurial,80,Distillation,0.115552477,14
Cloud,Git,79,Quantization,0.558040829,13
Cloud,Mercurial,8,None,0.220541796,29
Cloud,Git,74,Quantization,0.82214141,35
Cloud,SVN,99,Quantization,0.636223124,61
Cloud,Git,12,Pruning,0.194592663,4
Cloud,Git,23,None,0.793551749,19
Edge,Git,36,Pruning,0.209636333,13
Edge,Mercurial,79,Pruning,0.731364192,44
Edge,Git,23,Distillation,0.382001443,68
Cloud,SVN,2,Pruning,0.810186534,4
Edge,Mercurial,98,None,0.168239722,42
Edge,SVN,14,Quantization,0.409973187,37
Cloud,Mercurial,86,Pruning,0.734086853,99
Cloud,Git,24,None,0.948553862,20
Edge,Mercurial,83,None,0.991804038,26
Cloud,Git,93,Distillation,0.940023309,36
Cloud,Mercurial,52,None,0.811561746,31
Cloud,Git,61,Distillation,0.1068046,3
Cloud,Mercurial,43,Pruning,0.106934629,21
Edge,Git,66,Quantization,0.620350303,17
Cloud,Git,83,Distillation,0.18505754,67
Cloud,Git,2,Quantization,0.651164695,25
Edge,SVN,35,Pruning,0.885642746,3
Edge,Git,34,Pruning,0.247398896,44
Edge,Git,96,None,0.290466581,32
Edge,Git,24,Pruning,0.763026898,46
Cloud,Mercurial,80,Quantization,0.753547958,2
Cloud,Git,9,Distillation,0.478089667,49
Cloud,Mercurial,21,None,0.620174546,41
Edge,Git,84,Quantization,0.269405927,76
Cloud,Git,73,Pruning,0.381143612,96
Edge,Git,8,Distillation,0.166897463,60
Edge,SVN,28,Quantization,0.727146928,20
Edge,SVN,93,None,0.182990875,21
Edge,Mercurial,92,Pruning,0.883329945,82
Cloud,Git,52,None,0.52620094,76
Cloud,Mercurial,55,Pruning,0.953123465,67
Edge,Git,2,Quantization,0.146022785,91
Cloud,Mercurial,76,None,0.745799676,85
Cloud,Git,37,Pruning,0.929447493,86
Cloud,Mercurial,94,Distillation,0.069232456,80
Edge,Mercurial,96,None,0.174004489,45
Cloud,Git,33,None,0.83918488,82
Edge,Mercurial,18,None,0.585811375,99
Cloud,SVN,48,Pruning,0.07925834,40
Cloud,Mercurial,99,Distillation,0.867019831,55
Edge,SVN,92,Pruning,0.123212905,60
Edge,Mercurial,28,Quantization,0.609587865,51
Cloud,SVN,14,None,0.101075523,16
Cloud,Git,20,Pruning,0.448407882,12
Edge,Mercurial,57,Pruning,0.885587932,34
Cloud,SVN,29,Distillation,0.694362298,26
Cloud,Git,52,None,0.43942189,42
Cloud,Mercurial,4,Distillation,0.227338671,54
Cloud,Mercurial,78,Quantization,0.47728351,91
Cloud,Git,70,Quantization,0.532109268,25
Edge,SVN,22,None,0.216428857,37
Cloud,Mercurial,81,Pruning,0.000951718,10
Cloud,Mercurial,80,Quantization,0.01416442,4
Edge,Mercurial,94,Distillation,0.667635718,49
Cloud,Mercurial,16,Pruning,0.876695369,55
Cloud,Mercurial,22,None,0.531032389,68
Cloud,Mercurial,59,None,0.388857699,59
Cloud,Mercurial,16,Pruning,0.065330593,76
Edge,Git,23,Quantization,0.877598614,90
Edge,Git,59,Distillation,0.936550006,30
Cloud,Mercurial,57,Pruning,0.594754896,28
Cloud,Git,30,Pruning,0.377308199,75
Edge,Mercurial,63,Pruning,0.823440686,47
Edge,Mercurial,88,Quantization,0.464854931,97
Edge,Git,12,Distillation,0.874611112,62
Edge,Git,61,None,0.377787587,15
Edge,Git,49,Pruning,0.436787256,4
Cloud,Git,49,Quantization,0.376011424,18
Edge,Git,32,Distillation,0.069983288,66
Edge,SVN,58,Quantization,0.107827555,66
Edge,SVN,27,Pruning,0.695441233,64
Cloud,SVN,85,Distillation,0.999323869,15
Edge,Git,68,Distillation,0.940368997,18
Edge,Git,61,Distillation,0.486937422,24
Edge,Git,40,Distillation,0.634814197,88
Cloud,Mercurial,75,None,0.71585206,55
Cloud,Mercurial,55,Quantization,0.386005504,60
Cloud,SVN,9,Distillation,0.101690234,33
Cloud,Mercurial,52,None,0.896708917,44
Edge,Mercurial,35,Distillation,0.483403783,59
Cloud,SVN,75,None,0.841873806,45
Cloud,SVN,80,Distillation,0.174839392,46
Cloud,SVN,73,Quantization,0.837460651,14
Edge,SVN,84,Distillation,0.660268285,81
Edge,Mercurial,41,Pruning,0.822265256,82
Edge,SVN,2,Pruning,0.689145371,13
Edge,SVN,56,Quantization,0.403943304,94
Cloud,Mercurial,38,Pruning,0.263093163,75
Edge,SVN,40,Quantization,0.532688626,2
Cloud,Mercurial,53,None,0.339342324,86
Edge,SVN,48,Quantization,0.197318066,91
Edge,Git,73,None,0.26575806,13
Cloud,Mercurial,98,Distillation,0.210440576,60
Edge,Git,65,Quantization,0.725505479,76
Edge,Mercurial,36,None,0.082619531,64
Cloud,Mercurial,1,Quantization,0.584108463,47
Cloud,Git,20,Pruning,0.295174447,25
Edge,SVN,69,None,0.067203625,35
Edge,SVN,55,Pruning,0.742691453,76
Cloud,Git,1,Distillation,0.705736302,69
Edge,Git,52,Quantization,0.355103403,31
Cloud,SVN,61,None,0.3361406,71
Edge,Git,21,Quantization,0.758042839,15
Cloud,Git,67,None,0.241101088,51
Edge,Mercurial,37,Quantization,0.416601164,56
Edge,Mercurial,7,None,0.919889096,9
Edge,SVN,40,Quantization,0.644703034,29
Cloud,SVN,39,None,0.990230408,37
Edge,SVN,47,Quantization,0.673468702,6
Cloud,Git,80,Pruning,0.31142682,70
Cloud,Git,71,Distillation,0.522404264,33
Cloud,Mercurial,90,Pruning,0.705621013,93
Cloud,Git,38,Distillation,0.716638373,71
Cloud,SVN,99,None,0.125532686,19
Edge,Mercurial,80,None,0.521755461,73
Edge,SVN,42,Pruning,0.999270948,56
Cloud,SVN,73,Distillation,0.985475104,37
Cloud,Mercurial,30,Distillation,0.428430767,87
Edge,Git,15,Pruning,0.554180191,96
Cloud,Mercurial,36,Pruning,0.827953691,25
Edge,SVN,15,Quantization,0.318219739,32
Cloud,Git,54,Pruning,0.370674383,55
Edge,Git,6,None,0.86667342,33
Cloud,SVN,89,None,0.551788018,63
Edge,SVN,24,Distillation,0.389582325,35
Cloud,SVN,80,None,0.040303789,15
Cloud,SVN,24,Quantization,0.054673454,19
Cloud,SVN,64,None,0.424512405,68
Edge,Git,22,Distillation,0.993869601,8
Edge,Git,21,Quantization,0.359892888,21
Edge,Git,10,None,0.509174869,61
Cloud,Git,48,Quantization,0.754312914,64
Cloud,Mercurial,33,None,0.61387258,65
Edge,Git,47,None,0.916800315,64
Edge,SVN,2,Quantization,0.4180671,51
Edge,SVN,51,Pruning,0.788152649,26
Edge,Mercurial,86,Pruning,0.44601197,15
Cloud,SVN,74,Pruning,0.907259888,46
Edge,SVN,90,Distillation,0.026668133,94
Cloud,Git,77,Pruning,0.948462419,47
Cloud,Mercurial,1,None,0.263970229,87
Cloud,SVN,79,Quantization,0.242073286,12
Cloud,Mercurial,50,Pruning,0.564727653,27
Edge,Git,52,Pruning,0.675364,42
Edge,Git,9,Quantization,0.607920439,90
Edge,SVN,1,Distillation,0.361747193,82
Edge,Git,8,Quantization,0.337118781,49
Edge,Mercurial,48,Quantization,0.982433979,81
Cloud,Git,74,Pruning,0.727144254,43
Edge,Mercurial,31,Distillation,0.733356738,13
Edge,Git,50,Quantization,0.682097284,18
Edge,Git,95,Distillation,0.271517349,41
Edge,Git,84,Quantization,0.165285195,67
Edge,Mercurial,49,Pruning,0.160130888,96
Edge,SVN,41,Quantization,0.747246768,59
Edge,Git,1,None,0.825187929,45
Edge,Mercurial,75,Distillation,0.821310955,90
Cloud,Git,91,Distillation,0.854333313,88
Cloud,Git,98,Distillation,0.437994419,81
Edge,Git,27,Quantization,0.882285793,77
Edge,Mercurial,24,Pruning,0.365571779,85
Edge,Mercurial,20,None,0.02415727,19
Cloud,Mercurial,8,Quantization,0.877917687,91
Edge,SVN,35,None,0.633692379,82
Edge,SVN,48,Quantization,0.768071193,30
Cloud,Git,28,Distillation,0.287575867,71
Edge,SVN,23,Pruning,0.41127726,3
Edge,Git,85,Distillation,0.227524631,90
Cloud,Mercurial,11,Distillation,0.928145791,35
Cloud,SVN,72,None,0.928711768,77
Edge,SVN,74,Pruning,0.368759048,22
Edge,Mercurial,85,Pruning,0.335257354,24
Edge,Git,23,Distillation,0.858220947,71
Edge,Mercurial,1,Quantization,0.850436626,70
Edge,Git,64,Quantization,0.172154735,12
Cloud,Git,64,None,0.846748442,6
Cloud,SVN,82,Quantization,0.002510157,4
Cloud,SVN,47,Quantization,0.158197185,49
Cloud,Git,67,Pruning,0.171755981,45
Edge,Git,7,Quantization,0.521899907,10
Edge,Mercurial,98,None,0.220453309,98
Cloud,Mercurial,84,Pruning,0.831543176,73
Edge,SVN,41,Distillation,0.179261949,67
Edge,SVN,95,Quantization,0.707025689,31
Edge,SVN,96,None,0.754061041,78
Cloud,SVN,13,Distillation,0.355771077,37
Cloud,Mercurial,88,Quantization,0.190907662,51
Cloud,Git,34,Distillation,0.286285275,89
Edge,Git,86,Quantization,0.335722772,40
Edge,Git,31,Distillation,0.299633029,18
Cloud,SVN,52,Quantization,0.719217104,42
Cloud,Mercurial,98,Pruning,0.208806734,49
Cloud,SVN,76,None,0.450108065,23
Cloud,Git,11,Distillation,0.283533642,79
Edge,Mercurial,31,Pruning,0.47907401,69
Cloud,SVN,6,Pruning,0.283072616,8
Cloud,SVN,34,Pruning,0.387153632,80
Edge,Git,62,None,0.870951562,39
Edge,Git,46,Distillation,0.265384323,10
Edge,Mercurial,27,Quantization,0.553233392,6
Edge,Mercurial,25,Distillation,0.678355678,54
Edge,Git,46,Quantization,0.634326315,71
Edge,Mercurial,88,None,0.430828772,70
Cloud,Mercurial,22,None,0.363466347,15
Cloud,Mercurial,53,Pruning,0.664985004,44
Cloud,SVN,21,Pruning,0.395983269,79
Cloud,SVN,9,None,0.686787661,68
Edge,Git,45,Quantization,0.865910019,55
Edge,SVN,59,Quantization,0.516969108,21
Cloud,Mercurial,43,Pruning,0.624740828,82
Edge,SVN,38,None,0.897461583,19
Cloud,Mercurial,27,Pruning,0.947672389,66
Cloud,SVN,59,None,0.687030397,66
Cloud,Mercurial,39,Quantization,0.275408686,36
Edge,SVN,56,Quantization,0.567587323,53
Edge,Mercurial,32,Distillation,0.515638001,19
Edge,Mercurial,62,Distillation,0.863050839,86
Edge,Mercurial,26,Pruning,0.196993731,4
Cloud,Git,80,Quantization,0.770678739,71
Edge,Git,83,Quantization,0.432295931,42
Edge,SVN,72,Pruning,0.867504973,53
Edge,Mercurial,77,Pruning,0.776042173,17
Cloud,Mercurial,32,Quantization,0.452044821,8
Edge,Mercurial,89,Pruning,0.781313589,85
Cloud,SVN,67,Distillation,0.224678367,67
Cloud,SVN,29,Pruning,0.929332496,20
Edge,Git,39,Pruning,0.045010984,59
Cloud,SVN,41,Quantization,0.046511443,78
Cloud,Git,94,Quantization,0.128275788,69
Cloud,Git,11,Quantization,0.641450518,8
Cloud,SVN,59,None,0.574568264,30
Edge,SVN,86,Distillation,0.706685457,54
Edge,Mercurial,88,Pruning,0.467866276,39
Edge,SVN,35,Quantization,0.276724121,39
Cloud,SVN,52,Pruning,0.250331006,40
Cloud,Git,82,Distillation,0.032518181,94
Cloud,Mercurial,53,Distillation,0.556050634,94
Cloud,Mercurial,21,Distillation,0.443995167,17
Edge,Mercurial,41,Pruning,0.882174238,27
Cloud,Git,38,Quantization,0.474266246,61
Cloud,SVN,86,None,0.789177999,78
Edge,Mercurial,46,Pruning,0.993235808,46
Cloud,Git,97,None,0.084217337,60
Edge,SVN,22,None,0.88972255,38
Cloud,Git,89,None,0.599760058,81
Cloud,Git,77,None,0.473304367,26
Cloud,Git,3,None,0.385713046,90
Cloud,SVN,98,None,0.167734333,81
Edge,Git,60,Quantization,0.764794899,1
Edge,SVN,59,None,0.543158627,48
Cloud,Mercurial,56,Quantization,0.236856419,32
Edge,Mercurial,25,Pruning,0.337897705,52
Edge,SVN,30,Pruning,0.599463248,63
Edge,Mercurial,86,None,0.789708306,22
Edge,SVN,78,Quantization,0.953103729,32
Edge,Git,16,Distillation,0.092351331,61
Cloud,Git,5,Quantization,0.259663654,96
Cloud,SVN,34,None,0.298675155,45
Edge,SVN,99,Pruning,0.094536123,90
Cloud,SVN,36,Quantization,0.216177218,10
Edge,Git,15,None,0.464634634,36
Edge,Git,23,None,0.491255293,97
Edge,SVN,18,Distillation,0.013170788,87
Cloud,SVN,54,Quantization,0.591800861,18
Edge,SVN,15,Distillation,0.817926586,85
Cloud,Git,15,Distillation,0.107774626,78
Cloud,Mercurial,90,Distillation,0.4884308,49
Edge,SVN,17,None,0.574239881,12
Cloud,Git,39,None,0.054657317,84
Cloud,SVN,73,None,0.707841948,95
Edge,Mercurial,35,Distillation,0.521308578,56
Edge,SVN,16,None,0.448737943,30
Cloud,Mercurial,87,Quantization,0.054064598,44
Cloud,SVN,65,None,0.023410222,35
Edge,SVN,96,Distillation,0.662363335,35
Cloud,SVN,67,None,0.262689047,99
Edge,Mercurial,71,None,0.763622676,36
Cloud,Git,54,Quantization,0.48859611,26
Cloud,SVN,9,Distillation,0.390145352,16
Edge,Mercurial,37,Distillation,0.667652809,92
Cloud,SVN,33,Pruning,0.043796413,21
Cloud,Git,98,Quantization,0.316252373,61
Cloud,Git,72,Distillation,0.889268908,78
Cloud,SVN,20,Quantization,0.691093428,99
Edge,Git,32,None,0.418646352,95
Edge,Git,26,Quantization,0.570947245,36
Edge,Mercurial,7,None,0.017123528,41
Cloud,SVN,24,Quantization,0.769422621,61
Edge,Git,45,Quantization,0.497069092,40
Cloud,SVN,3,None,0.088381439,58
Edge,Git,74,Distillation,0.240030734,31
Cloud,Git,82,None,0.131509023,95
Edge,Mercurial,85,Quantization,0.972749491,82
Edge,Mercurial,12,Pruning,0.920746296,74
Cloud,Mercurial,78,Distillation,0.51073296,4
Edge,SVN,31,Pruning,0.991081877,71
Edge,Git,72,Quantization,0.842198021,88
Edge,Git,3,Pruning,0.321060485,38
Edge,Mercurial,6,Pruning,0.874323827,63
Cloud,Mercurial,24,Distillation,0.39799085,59
Cloud,Mercurial,93,None,0.026652182,75
Cloud,Mercurial,75,Distillation,0.05938821,35
Cloud,SVN,12,Distillation,0.185821751,6
Edge,Mercurial,92,None,0.062244919,28
Cloud,Mercurial,96,Pruning,0.135496135,4
Cloud,Mercurial,44,None,0.376914302,16
Edge,Mercurial,40,None,0.246607565,11
Edge,SVN,17,Quantization,0.551645166,22
Edge,Mercurial,52,Pruning,0.610172786,32
Edge,SVN,40,Distillation,0.959717786,69
Cloud,Mercurial,62,None,0.676691277,97
Cloud,SVN,53,None,0.558996323,42
Cloud,Mercurial,66,Quantization,0.673719864,76
Cloud,Git,49,Quantization,0.437785944,44
Cloud,Mercurial,23,None,0.279314497,47
Edge,SVN,33,Quantization,0.459979139,93
Edge,Git,78,Distillation,0.893774976,90
Cloud,SVN,11,None,0.137840617,5
Cloud,Mercurial,19,None,0.727258886,40
Edge,Git,96,None,0.036496422,41
Edge,SVN,38,None,0.18140889,78
Cloud,Mercurial,68,Pruning,0.413200442,60
Edge,Git,13,Quantization,0.172195312,14
Edge,Mercurial,45,Quantization,0.696314069,15
Cloud,SVN,41,Distillation,0.102795995,74
Edge,Git,59,Quantization,0.270686062,33
Cloud,SVN,10,Pruning,0.581971892,87
Edge,SVN,83,None,0.4849354,67
Cloud,Git,53,None,0.015343315,44
Edge,Mercurial,16,Quantization,0.386221222,65
Cloud,SVN,43,Pruning,0.451029511,76
Cloud,Git,38,None,0.788694329,3
Cloud,SVN,75,Pruning,0.585225449,23
Edge,Mercurial,23,Distillation,0.813977591,47
Edge,Mercurial,57,Quantization,0.690346596,40
Edge,Git,41,Pruning,0.979461165,2
Cloud,Git,20,None,0.796379847,2
Cloud,Mercurial,25,None,0.726558529,8
Cloud,Git,11,Quantization,0.782307507,60
Edge,SVN,59,Quantization,0.24555773,45
Edge,SVN,68,Quantization,0.924610085,3
Cloud,Git,8,Pruning,0.943061477,48
Cloud,SVN,91,None,0.408468379,64
Cloud,SVN,31,Quantization,0.791055766,22
Edge,Mercurial,62,Quantization,0.847841428,92
Cloud,Git,13,None,0.804621875,17
Cloud,Git,32,Pruning,0.615419307,61
Cloud,Mercurial,96,None,0.340785009,82
Edge,Mercurial,68,Distillation,0.110259702,30
Edge,SVN,19,Distillation,0.034480573,72
Edge,Git,95,None,0.206265762,19
Cloud,Git,54,Pruning,0.069174048,76
Cloud,SVN,76,Distillation,0.35264952,56
Cloud,SVN,78,None,0.992799922,37
Edge,Mercurial,81,None,0.006759432,14
Edge,Git,88,None,0.597292674,48
Edge,Git,43,Distillation,0.416547647,73
Edge,Mercurial,24,Pruning,0.649395066,12
Edge,Git,4,Quantization,0.786469188,32
Edge,Mercurial,61,None,0.649169322,48
Cloud,SVN,50,Pruning,0.463573909,34
Cloud,Git,45,Distillation,0.785009163,92
Cloud,SVN,7,None,0.301692657,56
Cloud,Git,12,Pruning,0.015506703,78
Edge,Git,66,Quantization,0.801677675,82
Cloud,SVN,32,None,0.571580302,86
Cloud,SVN,77,Pruning,0.452730471,26
Cloud,Git,3,None,0.507166085,66
Edge,Git,99,Quantization,0.615969849,78
Edge,Mercurial,17,Quantization,0.79791857,48
Cloud,SVN,96,Pruning,0.875115736,54
Edge,SVN,62,Quantization,0.402379211,97
Cloud,Git,38,None,0.992402172,77
Edge,Mercurial,3,Distillation,0.242813025,80
Cloud,Mercurial,95,Distillation,0.691571124,30
Edge,Git,30,Quantization,0.788894424,87
Edge,Mercurial,22,Distillation,0.39820868,97
Cloud,Mercurial,54,Pruning,0.29254653,89
Cloud,Mercurial,21,Pruning,0.612969695,8
Cloud,Git,11,None,0.713546624,41
Edge,SVN,54,Quantization,0.281411298,17
Edge,SVN,28,Pruning,0.862166944,28
Edge,Git,28,Distillation,0.424578465,89
Edge,Git,84,Pruning,0.163240637,77
Edge,Mercurial,57,None,0.772286538,68
Edge,SVN,84,None,0.911551012,23
Edge,Git,44,Pruning,0.629237796,66
Cloud,SVN,52,None,0.963717913,82
Edge,Git,46,Distillation,0.214761228,3
Cloud,Mercurial,79,Distillation,0.821551196,29
Cloud,Git,88,Distillation,0.721080422,65
Cloud,Mercurial,91,Pruning,0.251496124,62
Cloud,Mercurial,40,Pruning,0.197433612,95
